sharinan	ʃ ɛː ɹ ɪ n ə n
reddy	ɹ ɛ ɖ i
stela	s ʈʲ iː l ə
khachara	k ɑː tʃ ə ɹ ə
kumudabha	k ʊ m ʉː ɖ ə b ə
mahajata	m ɑː h ə dʒ ɑː ʈ ə
adhikshna	a ɖ ç ɪ c ʃ n ə
elania	iː l ə ɲ i ə
navjith	n ə ʋ dʒ ɪ t̪
hameed	h a mʲ iː ɖ
nileen	n aj ʎ iː n
sibiyogan	s ɪ bʲ ɪ i ɒ ɡ ə n
ayannah	aj a n ə
muniyamma	mʲ ʉː ɲ ɪ j a m ə
laena	ʎ iː n ə
anrinine	a n ɹ ɪ ɲ iː n
firdaus	f ɜː ɖ aw s
gauransh	ɡ ɒː ɹ a n ʃ
zamina	z ə mʲ iː n ə
kunjika	k ʊ n dʒ i k ə
jais	dʒ eː z
aharsi	ɑː s i
payne	p eː n
harith	h ə ɹ ɪ t̪
miha	mʲ ɪ ə
harinaksh	h ə ɹ ɪ n ɑ c ʃ
neshwari	n ɛ ʃ ʋ ɑː ɹ i
mukundh	m ə k ə n
selvavinayagam	s ɛ l ʋ ɪ ʋ ɪ ɲ ɑː ɡ ə m
samita	s a mʲ ɪ ʈ ə
kapiksha	k ə p iː c ʃ ə
vaseetha	ʋ a s iː t̪ ə
alvaro	a l ʋ ə ɹ oː
granthibhedini	ɡ ɹ a n t̪ bʲ iː ɖ iː ɲ i
ellenore	ɛ l ʎ iː n ɒː
manavazagan	m a n ə ʋ ə z a ɡ ə n
taline	ʈ a ʎ ɪ n
gopikamadhyaga	ɡ ɒ p iː k ə m ɑː ɖ ə ɡ ə
vyshana	ʋ i ʃ ɑː n ə
marija	m a ɹ ɪ dʒ ə
marimurugan	m a ɹ ɪ m ʉ ɹ ʉ ɡ ə n
rowe	ɹ oː
vithobha	ʋ aj t̪ oː b ə
ramparbish	ɹ a m p ɑː bʲ ɪ ʃ
sharanyartihara	ʃ ɛː ɹ ə n j ɑː ʈʲ ɪ h ɑː ɹ ə
yogatmane	j oː ɡ ə ʈ m eː n
madeswar	m a ɖ ə s ʋ ə
mayilappan	m eː ɪ l a p ə n
avriana	a ʋ ɹ i a n ə
starlyn	s ʈ ɑː ʎ ɪ n
mrida	m ɹ iː ɖ ə
kamaljeet	k ɑː m ə l dʒ i ʈ
zoyah	z oː j ə
kaliyutha	k a ʎ ɪ j ʉː t̪ ə
akinaash	ə c ɪ n ɑː ʃ
chchha	tʃ tʃ ə
arrow	a ɹ oː
shuddhamanasa	ʃ ə ɖ ə m ə n ɑː s ə
niteesh	n aj ʈ iː ʃ
aaoka	eː eː oː k ə
majuran	m a dʒ ə ə n
rihon	ɹ i ə n
chithrangi	tʃ ɪ t̪ ɹ ə ɲ ɟ iː
rajisivam	ɹ ɑː dʒ ɪ z iː ʋ ə m
alailah	ə l eː l ə
dedeep	ɖ iː ɖ iː p
hian	ç ɪ ə n
momo	m oː m oː
thasveena	t̪ a s ʋ iː n ə
veira	ʋ ɛ ɹ ə
ambarashraya	a m b ɛː ɹ a ʃ ɹ eː ə
anoshika	ə n oː ʃ iː k ə
padmadhar	p ə ɖ m ɑː ɖ h ɑː
sharyuthan	ʃ ɛː ɹ i ʉː t̪ ə n
phineas	fʲ ɪ ɲ iː ə z
sugandan	s j ʉː ɡ a n ɖ ə n
kiritikan	k ə ɹ ɪ s k ə n
ellasyn	ɛ l ə s ɪ n
vyadhighne	ʋ aj a ɖ h aj n
vasini	ʋ a s iː ɲ i
irena	aj ɹ iː n ə
moham	m oː ə m
gee	ɟ iː
yogavaraman	j oː ɡ ə ʋ ɑː ɹ ə m ə n
ghasmarapaghne	ɡ a z m ə ɹ a p ə ɡ n
dharika	ɖ ɑː iː k ə
melena	mʲ ɪ ʎ iː n ə
mochel	m ɒ k ə l
kelan	c ɛ l ə n
zhamira	ʒ a mʲ ɪ ɹ ə
anusmriti	a n ə s m ɹ ə ʈʲ i
chyanne	k aj a n
anop	a n ə p
hradhana	ɹ ɑː d̪ ɑː n ə
brisen	b ɹ ɪ z ə n
rageswari	ɹ eː dʒ s ʋ ɑː ɹ i
visvaamithan	ʋ ɪ ʒ ʋ ə a mʲ ɪ t̪ ə n
dayaananda	ɖ eː a n a n ɖ ə
marlayna	m ɑː l ə j n ə
sheikh	ʃ iː k
chancellor	tʃ ɑː n s ə l ə
tandel	ʈ a n ɖ ə l
csethu	k s ɛ t̪ j ʉː
mudras	m ʊ ɖ ɹ ɑː s
antar	a n ʈ ɑː
tamira	ʈ a mʲ ɪ ɹ ə
ylenia	iː l ɛ ɲ ɪ ə
urdhvasamhata	ɜː ɖ ʋ ə s aw ʋ ʈ ə
amberle	a m b ɜː l
kisa	c ɪ s ə
marc	m ɑː k
premisai	p ɹ ɛ m ə s aj
queencika	cʷ iː n s ɪ k ə
vaxsala	ʋ a k s ɑː l ə
mudiay	m ʉ ɖ i eː
azaelia	eː z ə ʎ i ə
ananthy	ə n a n t̪ i
kishanesh	c ɪ ʃ ɑː ɲ eː ʃ
pulliko	p ʊ ʎ iː k oː
amoghavikrama	ə m ɒ ɡ ɑː ʋ ɪ k ɹ ɑː m ə
vannesa	ʋ a n ə s ə
tillee	ʈ ɪ ʎ i
zuli	z ʉː ʎ i
umardaraz	ʉ m ɑː ɖ ɑː ʈ s
kranthika	k ɹ ɑː n ʈ ç ɪ k ə
giann	dʒ aj a n
gajavarnen	ɡ a dʒ ɑː ʋ ɑː n ə n
standred	s ʈ a n ɖ ɹ ə ɖ
almika	a l mʲ iː k ə
yutananda	j ə ʈ a n a n ɖ ə
mohatter	m oː h a ʈ ə
koe	c eː
parvesha	p ɑː ʋ ə ʃ ə
sarathasanthan	s a ɹ ə t̪ ə s ə n t̪ ə n
annabhuje	a n ə b ʉː ɛ
amithna	ə mʲ ɪ t̪ n ə
bhavabhitihara	b ɑː ʋ ə b ç iː ʈʲ i h ɑː ɹ ə
salsabeel	s a l s ə b ɛ ə l
kripadhara	c ɹ ɪ p ɑː d̪ ɑː ɹ ə
thillaikarasi	t̪ ɪ l ə aj k ɑː ɹ ə s i
bharan	b ɑː ə n
kenishaa	c ɛ ɲ ɪ ʃ ɑː ə
nathaniel	n ə t̪ a ɲ ə l
jethakaran	dʒ ɛ a k ə ɹ ɑː n
kapu	k ə p ʉː
hriti	h ɹ ə ʈʲ i
vishani	ʋ ɪ ʃ ɑː ɲ i
nilasarasvati	ɲ i l ə s ɑ ɹ ə s ʋ ɑː ʈʲ i
arjuh	ɑː dʒ ʊ
javidha	dʒ eː ʋ ɪ ɖ ə
tayma	ʈ aj m ə
amell	ə m ɛ l
harshavarthan	h ɑː ʃ eː ʋ ɑː t̪ ə n
bhutanishevita	b ʉ ʈ ə ɲ ɪ ʃ ɛ ʋ ɪ ʈ ə
rula	ɹ ʉː l ə
vanavasin	ʋ a n ə ʋ ə s ɪ n
bhimabhimarava	bʲ ɪ m ə bʲ ɪ m ə ɹ ɑː ʋ ə
htm	eː tʃ ʈ iː m
harien	h ɑː ɹ i ə n
goura	ɡ ʉː ɹ ə
ramaniyakarekha	ɹ a m ə ɲ ɪ j ə k ɑː ɹ iː k ə
vedajna	ʋ eː ɖ ə dʒ n ə
kandharajan	k a n ɖ h ɑː ɹ ɑː dʒ ə n
adaleigh	ə ɖ a ʎ i
rochi	ɹ ɒ tʃ i
tauren	ʈ ɒː ɹ ə n
bhaavini	b a ʋ ɪ ɲ i
iyonna	iː j ɒ n ə
katheryne	k a t̪ ə ɹ aj n
arungandhi	a ɹ ə n ɡ a n ɖ i
urdhvagat	ɜː ɖ ʋ ə ɡ ə ʈ
thepak	t̪ p ə k
buddhanandi	b ʊ ɖ ə n ɑː n ɖ i
joules	dʒ aw l z
luxy	l ə k s i
tarunikasri	ʈ a ɹ ʉː ɲ ɪ k ə s ɹ i
manarata	m a n ə ɹ ɑː ʈ ə
mathusayan	m a t̪ ɒ s aj ə n
waanmihan	ʋ ɒ ə n mʲ ɪ h ɑː n
madumita	m ə ɖ ʊ mʲ ɪ ʈ ə
amkit	a m c ɪ ʈ
madhimalar	m a ɖ ç ɪ m ɑː l ə
loriaa	l ɒː ɹ i ə ə
sudhimanaye	s ə ɖ ç ɪ m ə n ɑː j
kothandapani	k ɒ ʈ h a n ɖ ə p ə ɲ i
koryn	k ə ɹ ɪ n
darmaram	ɖ ɑː m ə ɹ a m
sharveen	ʃ ɑː ʋ iː n
jneya	dʒ ɲ ɪ ə
sahory	s ɑ ə ɹ i
whatsan	ʋ ɒ ʈ s ə n
trusha	ʈ ɹ ə ʃ ə
sarveshkumar	s ɑː ʋ ə ʃ k ʉː m ɑː
jeevraj	dʒ iː ʋ ɹ ɑː dʒ
premalatha	p ɹ ɛ m ə l a t̪ ə
jaishri	dʒ eː ʃ ɹ iː
thadsagini	t̪ a ɖ z ɪ dʒ ɪ ɲ i
thavarajah	ʈ ɑː ʋ ə ɹ ɑː dʒ ə
bhishana	bʲ ɪ ʃ ɑː n ə
paarventhan	p a ɑː ʋ ə n t̪ ə n
angadapriya	a ŋ ɡ ə ɖ a p ɹ iː ə
thashanthan	t̪ a ʃ a n t̪ ə n
jashnaa	dʒ a ʃ n ə ə
daemon	ɖ iː m ə n
windsor	ʋ ɪ n z ə
navakanth	n a ʋ ə k a n t̪
edin	ɛ ɖ ɪ n
tankadharin	ʈ a ŋ k ə ɖ h ə ɹ ɪ n
areg	ə ɹ ɛ ɡ
yumaiyini	j ə m aj j iː ɲ i
natheep	ɲ eː t̪ iː p
kidd	c ɪ ɖ
sailer	s eː l ə
sudhang	s ə ɖ a ŋ
agal	ə ɡ ə l
arayah	ɑː ə j ə
amy	ə mʲ i
jaiashwathi	dʒ eː ə ʃ ʋ ə t̪ i
yogasurya	j oː ɡ ɑː s j ʊ ɹ aj ə
ruairi	ɹ ə ɛː ɹ i
moumita	m ʉː mʲ ɪ ʈ ə
bhataihsev	b a ʈ aj s ɛ ʋ
poornamathi	p ɒː n ə m a t̪ i
sarvashubhakara	s ɑː ʋ ɑː ʃ ə b a k ə ɹ ə
basheera	b a ʃ iː ɹ ə
tathagat	ʈ a t̪ ə ɡ eː ʈ
saidul	s eː ɖ ə l
darasmera	ɖ ɑː ɹ ə z m ə ɹ ə
naroona	n ɑː ʉː n ə
nivythitha	ɲ ɪ ʋ i t̪ ɪ t̪ ə
niksha	n aj c ʃ ə
javianna	dʒ eː ʋ ɪ a n ə
stig	s ʈʲ ɪ ɡ
devsha	ɖ ɛ ʋ ʃ ə
rishanthi	ɹ ɪ ʃ a n t̪ i
canoobhan	k ə n oː ə ʋ ɒː n
havithyan	h a ʋ ɪ t̪ aj ə n
umaima	ʉ m ɑː ɪ m ə
janmadatr	dʒ a ɲ m ə ɖ ɑː ʈ ɹ
kodandadharin	k oː ɖ a n ɖ a ɖ h ə ɹ ɪ n
simion	s ɪ mʲ i ə n
brahasan	b ɹ ə h a z ə n
samkrama	s a m k ɹ ɑː m ə
alioune	eː ʎ i ə n
suyen	s ʉː j n
sophea	s oː fʲ iː ə
jaxin	dʒ a k s ɪ n
yadurshika	j ɑː ɖ ə ʃ iː k ə
elayarajan	iː l ə j ə ɹ ɑː dʒ ə n
ghasiram	ɡ a s ə ə m
draydon	ɖ ɹ eː ɪ ɖ ə n
lynex	l aj n ɛ k s
jah	dʒ ə
hiruthik	h ɜː ʉː ʈʲ i k
dheeti	ɖ h ɛ ɛ ʈʲ i
tian	ʈ ɪ ə n
ganashreshtha	ɡ ə n a ʃ ɹ ɛ ʃ t̪ ə
satrakara	s a ʈ ɹ a k ə ɹ ə
aambal	eː eː m b ə l
geha	ɟ ɪ ə
saleen	s ə ʎ iː n
auden	ɒː ɖ ə n
varin	ʋ ɛː ɹ ɪ n
vidith	ʋ aj ɖ ɪ t̪
lathaa	l a ʈ ə ə
shefali	ʃ f ɑː ʎ i
rujaanth	ɹ ʉː j ə a n t̪
amira	ə mʲ iː ɹ ə
aftaab	ə f ʈ ə b
mahadevapri	m ə h ɑː ɖ ɪ ʋ a p ɹ i
dhura	ɖ h ʉː ɹ ə
prajnay	p ɹ ɑː dʒ n ə i
ashtin	a ʃ ʈʲ ɪ n
rubbika	ɹ ə bʲ ɪ k ə
assata	ə s ɑː ʈ ə
daelen	ɖ a eː l ɛ n
nirgundika	ɲ ɪ ə ɡ ə n ɖ ɪ k ə
chellaatha	tʃ ɛ l l ɑː ʈ ə
bhimeshvar	bʲ ɪ m ɛ ʃ ʋ ɑː
viruba	ʋ aj ɹ ʉː b ə
ramakumar	ɹ a m ə k ʉː m ɑː
phalahasta	f a l ə h a s ʈ ə
imarshana	ɪ m ɑː ʃ ɑː n ə
keshram	c ʃ ɹ a m
tarshan	ʈ ɑː ʃ ɑː n
himal	ç ɪ m ə l
dhrumal	ɹ ʉː m ə l
jruthvikaa	dʒ ɹ ʉː t̪ ʋ ɪ k ɑː ə
prashika	p ɹ ɑː ʃ iː k ə
hamilton	h a mʲ ɪ l ʈ ə n
panneerrajan	p a n ə ɹ eː dʒ ə n
sowmiyan	s oː mʲ ɪ aj ə n
sahinsan	s ɒː ç iː n z ə n
aadishri	eː eː ɖ ɪ ʃ ɹ iː
nitish	n aj ʈʲ ɪ ʃ
inbajeevan	ɪ n b a dʒ iː ʋ ə n
surekha	ʃ ɒː k ə
khazi	k ɑː z i
aadet	eː eː ɖ iː ɛ ʈ
sim	s ɪ m
mahaprabhavana	m ə h ɑː p ɹ ə b h ə ʋ a n ə
shinchan	ʃ ɪ n tʃ ɑː n
guha	ɡ ə ə
choyce	tʃ ɔj s
shrikarmayon	ʃ ɹ ɪ k ɑː m ə j ɒ n
lifesavers	l aj f s eː ʋ ə z
shanith	ʃ a ɲ ɪ t̪
bhutibhrite	b ʉː ʈ b h ɹ aj ʈ
dilakan	ɖ aj l eː k ə n
ashwitha	a ʃ ʋ ɪ t̪ ə
samahartr	s ɑː m ə ɑː ʈ
vaneesha	ʋ eː n ʃ ə
bhupanibha	b ʉː p a ɲ ɪ b ə
kaslyn	k ə z ʎ ɪ n
adaleia	ə ɖ a ʎ ɪ ə
ahalthitha	ə h ɒː l t̪ ɪ t̪ ə
jullian	dʒ ʉː ʎ i ə n
iver	aj ʋ ə
mahasri	m ə h ɑː s ɹ i
hrambijasurya	ɹ eː m bʲ ɪ dʒ a s j ʊ ɹ aj ə
vijaiy	ʋ aj dʒ eː i
siddharupin	ʃ iː d̪ ɑː ʉː p ɪ n
alarm	ə l ɑː m
aashrut	ɑː ʃ ɹ ʉː ʈ
karunanidy	k ə ɹ ə n ə ɲ ɪ ɖ i
saquan	s a k ə n
anulekha	ə ɲ ʉː l k ə
palayitri	p a l ə j ʈ ɹ iː
sparharadhase	s p ɑː h a ɹ ɑː ɖ ə z
dakshasuta	ɖ a c ʃ ɑː s ʉː ʈ ə
akroshika	a k ɹ ɒ ʃ iː k ə
tivnesh	ʈ ɪ ʋ ɲ eː ʃ
nitthi	ɲ ɪ ʈʲ i
vannura	ʋ a ɲ ʊ ɹ ə
yaadavi	j ɖ ə ʋ iː
fradel	f ɹ a ɖ ə l
layonna	l eː ɒ n ə
bandh	b a n ɖ
tudin	ʈ ʉː ɖ ɪ n
prasham	p ɹ ɑː ʃ ə m
arunthtamilan	a ɹ ə n t̪ ʈ a mʲ ɪ l ə n
koshehan	k oː ʃ h ə n
kshetranayaka	c ʃ ɛ ʈ ɹ ə ɲ ɑː k ə
illangobhan	ɪ l a ŋ ɡ ə ʋ ɒː n
anishaa	a n aj s eː ə
svardhun	s ʋ ɑː ɖ ə n
diganta	ɖ aj ɡ a n ʈ ə
aundra	ɒː n ɖ ɹ ə
sreenuvasullu	s ɹ iː ɲ ʊ ʋ ɑː s ə ʎ ʉ
hanumate	h ə n ʊ m eː ʈ
kims	c ɪ m z
khavhishaanth	k ɑː ʋ ɪ ʃ a n t̪
reshal	ɹ ɛ ʃ ə l
orp	ɒː p
thaveesanan	t̪ a ʋ i i z ə n ɑː n
ashmera	a ʃ m ə ɹ ə
baheera	b a ç iː ɹ ə
mavrik	m a ʋ ɹ ɪ k
anomishan	ə n ɒ mʲ ɪ ʃ ɑː n
calogero	k a l ə dʒ ə ɹ oː
shrikaleshvar	ʃ ɹ ɪ k ə l ɛ ʃ ʋ ɑː
arushan	ə ɹ ʉː ʃ ɑː n
lamim	l a mʲ ɪ m
ganeshana	ɡ ə ɲ eː ʃ ɑː n ə
pralamb	p ɹ ɑː l a m
stheya	s t̪ iː ə
sarvasharmada	s ɑː ʋ ɑː ʃ ɑː m ɑː ɖ ə
chanjana	tʃ ɑː n dʒ ə n ə
lindsey	ʎ ɪ n z i
rajaharshan	ɹ ɑː dʒ ə ə ʃ ɑː n
emaree	ə m ɑː ɹ i
tvaraha	ʈ ʋ ə ɹ ə h ə
ahalikai	ə h a l ə k aj
jorgia	dʒ ɒː dʒ ə
asuradhre	ə s ɜː ɑː d̪ ɹ ə
thanuna	t̪ ə ɲ ʉː n ə
shon	ʃ ɒ n
mehalaivan	mʲ iː h ə l eː ʋ ə n
ennio	ɛ ɲ i oː
punyasankirtana	p ə ɲ ɑː s ɑː n k ɜː ʈ ɑː n ə
sudipto	s ʉː ɖ ɪ p ʈ oː
yaamalavan	j m ə l a ʋ ə n
anusharan	a n ə s ɑː ə n
kavel	k ə ʋ ə l
mekhi	m ɛ c iː
durnirikshya	ɖ ɜː ɲ ɪ ɹ ɪ c ʃ ə
keshvi	c ʃ ʋ i
ghata	ɡ a ʈ ə
miduensh	mʲ ɪ ɖ ʉ ɛ n ʃ
tam	ʈ a m
connie	k ɒ ɲ i
vineel	ʋ aj ɲ ə l
mansiga	m a n tʃ ɡ ə
vilvidalapriya	ʋ ɪ l ʋ ɪ ɖ eː l a p ɹ iː ə
yuthiha	j ʉː t̪ i ə
wilmer	ʋ ɪ l m ə
kusl	k ʉː z l
vanyavrittaye	ʋ a ɲ ə ʋ ɹ i ʈ ɑ i
dhamini	d̪ ɑː mʲ ɪ ɲ iː
durgasi	ɖ ɜː ɡ ə s i
keleigh	c ɛ ʎ i
kiaria	c ɪ ɛː ɹ i ə
jeremey	dʒ ɛ ɹ ə mʲ i
hiruthika	h ɜː ʉː ʈʲ i k ə
bhavanan	b a ʋ ɪ n ə n
agamagildhini	a ɡ ə m ɑː ɟ ɪ l ɖ i ɲ i
chandine	tʃ ɑː n ɖ ɪ n
vanhi	ʋ ɑ n i
neeshan	ɲ iː ʃ ɑː n
danishiga	ɖ eː ɲ ɪ ʃ ɪ ɡ ə
tyon	ʈ aj ə n
monseratt	m ɒ n s ə ɹ a ʈ
dastrasundar	ɖ a s ʈ ɹ ə s ə n ɖ ɑː
vasa	ʋ a s ə
malacki	m ə l a c i
jram	dʒ ɹ ə m
paramsutra	p a ɹ ə m s ʉː ʈ ɹ ə
aalakan	ə ə l a k ə n
svahsthita	s ʋ ə s t̪ i ʈ ɑ
kaartiga	k ə ɑː ʈʲ ɪ ɡ ə
vijaypraveen	ʋ aj dʒ eː p ɹ eː ʋ iː n
barda	b ɑː ɖ ə
dropti	ɖ ɹ ɒ p ʈʲ i
olivili	ɒ ʎ ɪ ʋ ɪ ʎ i
eboni	ɪ b oː ɲ i
rupak	ɹ ʉː p a k
bhillapuj	bʲ ɪ l ə p ʉː dʒ
rathnajan	ɹ ɑː d̪ ɲ eː dʒ ə n
vidullan	ʋ ɪ ɖ ʉ l ə n
dharanai	ɖ ɑː ə n aj
atreyi	ə ɹ i
merari	m ə ɹ ɛː ɹ i
chandhana	tʃ ɑː n ɖ h ɑː n ə
kajamuddih	k ə dʒ a m ə ɖ ə
dijesh	ɖ aj dʒ ɛ ʃ
kopi	k oː pʲ i
averii	a ʋ ə ɹ iː
muhunthean	m ə ə n t̪ i ə n
jiles	dʒ ɪ l z
thiyana	t̪ iː j ɑː n ə
venkadesan	ʋ ɛ ŋ k ə ɖ ɛ z ə n
mudrikayukta	m ə ɖ ɹ ɪ k j ʉː k ʈ ə
jalsingh	dʒ a l s ɪ ŋ
krishnaprana	c ɹ ɪ ʃ n ə p ɹ ɑː n ə
sashwin	s a ʃ ʋ ɪ n
mahivrite	m a eː tʃ aj ʋ iː ɹ aj ʈ
janalatha	dʒ ə n ə l a t̪ ə
vikritaye	ʋ ɪ k ɹ ɪ ʈ eː
tharshanamila	t̪ ə ʃ ɑː n ə mʲ iː l ə
jyothilaksgmy	dʒ ɪ oː t̪ ɪ l a k s ɡ mʲ i
bhagotsaha	b a ɡ ə ʈ s ɑ h ə
parisuthan	p a ɹ ɪ s j ʉː t̪ ə n
varunyan	ʋ ə ɹ ə ɲ ə n
simona	s aj m ɒ n ə
pranov	p ɹ ɑː n ɒ ʋ
hemnath	h ɛ m n a t̪
dubeetha	ɖ ə b ɛ t̪ ə
mayooravan	m eː ʉː ɹ a ʋ ə n
arunasalam	ə ɹ ʉː n ə s a l ə m
jahnavijanaka	j ɑː n ə ʋ ɪ dʒ ɑː n ə k ə
abdulhamid	a b ɖ ə l h a mʲ ɪ ɖ
gopani	ɡ ɒ p ə ɲ i
vashishka	ʋ ɑː ʃ ɪ ʃ k ə
vitusan	ʋ ɪ ʈʲ ʉː z ə n
switi	s ʋ ɪ ʈʲ i
yogna	j ɒ ɡ n ə
zandria	z a n ɖ ɹ i ə
worthy	ʋ ɜː d̪ i
daylan	ɖ eː l ə n
ishwinder	ɪ ʃ ʋ ɪ n ɖ ə
hridesh	h ɹ ɪ ɖ ɛ ʃ
mathurakavi	m a t̪ ə ɪ k ɑː ʋ i
alyzah	a l ə z ə
anmohan	a n m oː h ɑː n
vali	ʋ a ʎ i
sajini	s a dʒ ɪ ɲ i
harikaran	h ə ɹ ɪ k ə ɹ ɑː n
aris	a ɹ ɪ s
nityagata	n aj ʈ j ə ɡ ɑː ʈ ə
satha	s a t̪ ə
pradhanatmane	p ɹ ɑː ɖ ə n ɑː ʈ m eː n
yashus	j a ʃ ə s
ashwhatha	a ʃ ʋ ɒ ʈ ə
wiky	ʋ ɪ c i
atita	ə ʈʲ ɪ ʈ ə
naythan	ɲ eː t̪ ə n
shriparamasadh	ʃ ɹ ɪ p a ɹ ə m a s ɑː ɖ
beckam	b ɛ k ə m
zailee	z aj ɪ ʎ i
spsamy	s p s eː mʲ i
krishnabhusha	c ɹ ɪ ʃ n ə b ʉː ʃ ə
lujain	l ʉ dʒ ə ɪ n
sujash	s ʉː j ə ʃ
mitthila	mʲ ɪ ʈ ɪ l ə
dashigan	ɖ a ʃ ɪ ɡ ə n
parthikha	p ɑː t̪ ɪ k ə
josselyn	dʒ ɒ s ɪ ʎ ɪ n
vishala	ʋ ɪ ʃ ɑː l ə
udubhrinmauli	j ʉː ɖ ʉː b ɹ ɪ n m ɒ ʎ i
mrinanka	mʲ ɪ s ɪ ɪ n a ŋ k ə
nagendar	n a dʒ ɛ n ɖ ə
pushpadhanvane	p ʊ ʃ p ɑː d̪ ɑː n ʋ ɑː n
karmine	k ə m aj n
nisarupy	ɲ ɪ s ɛː ɹ ə p aj
satyaki	s ə ʈ ɑ c i
pareshan	p ə ɹ ɛ ʃ ɑː n
parujan	p ɑː ʉ dʒ ə n
ekachandra	ɪ k ə tʃ ɑː n ɖ ɹ ə
ikshika	aj c ʃ iː k ə
shaswin	ʃ ɑː s ʋ ɪ n
xzayden	ɛ k s z ə aj ɖ ə n
hemaprasad	ç iː m ə p ɹ ə s ɑː ɖ
keyshia	c iː ʃ ɪ ə
muzaffar	m ʉː z ə f ɑː
thumiska	t̪ j ʉː mʲ ɪ s k ə
hanumanthrao	h ɑː n ʉː m ə n t̪ ɹ eː oː
chudarnayanan	tʃ ə ɖ ɑː n ə ɑː n ə n
kuharashra	k ʉː h ɑː ɹ ə ʃ ɹ ə
varsith	ʋ ɑː s iː t̪
caela	s iː l ə
amizhidhini	ə mʲ ɪ z ɪ ɖ i ɲ i
jeevansh	dʒ iː ʋ a n ʃ
nithursha	n aj d̪ ə ʃ ə
sukith	s j ʉː c ɪ t̪
jaanesh	dʒ a ə n ɛ ʃ
pranto	p ɹ ɑː n ʈ oː
shamala	ʃ eː m ə l ə
belal	b ɛ l ə l
kruse	k ɹ ə z
nagapur	n ɑː ɡ ə p ʊ
gmmanoharan	ɡ m m a n oː h ɑː ə n
kumaran	k ʉː m ə ɹ ə n
aruldasan	ɑː ə l ɖ ɑː s ə n
kane	c eː n
ujjval	j ʉː ʒ ʋ ə l
shareek	ʃ ɛ ɹ iː k
gomethak	ɡ oː m ɛ t̪ ə k
jeevaa	dʒ iː ʋ ə ə
thirumalai	t̪ ɜː ʉː m ə l eː
mithuran	mʲ ɪ t̪ ʊ ə n
haridharshan	h ə ɹ ɪ ɖ ə ʃ ɑː n
lorik	l ɒ ɹ ɪ k
keny	c ɛ ɲ i
niraani	n aj ɹ ə ɑː ɲ i
shesikan	ʃ ɪ s ɪ k ə n
mahilvaanan	m ɑː l ʋ ə ə n ɑː n
muthazhagu	m ə t̪ eː z h ɑː ɡ ʉː
ishvaraprita	ɪ ʃ ʋ ə ɹ a p ɹ iː ʈ ə
lanessa	l a n ə s ə
zoeey	z oː i i
meghlal	m ɛ ɡ l ə l
kamalakanth	k ɑː m ə l ə k a n t̪
dhrama	ɖ ɹ ɑː m ə
visuba	ʋ ɪ ʒ ʉː b ə
kurudeva	k ʊ ɹ ʉː ɖ ə ʋ ə
antonina	a n ʈ oː ɲ i n ə
nilen	ɲ ɪ l ə n
calan	k a l ə n
nithaangi	n aj ʈ ɑː a ŋ iː
silvan	s ɪ l ʋ ə n
patn	p ə ʈ n
keshaven	c ʃ eː ʋ ə n
durjaya	ɖ ɜː dʒ eː ə
bhavanitha	b ɑː ʋ ə ɲ ɪ t̪ ə
chaturmurt	tʃ a ʈ ɜː m ə ʈ
loga	l ɒ ɡ ə
aadhiban	ə a ɖ ç ɪ b ə n
nimmanabh	ɲ ɪ m ɑː n ə b
kumudesh	k ʉː m ə ɖ ɛ ʃ
ramez	ɹ ə m ɛ z
gunarajavarman	ɡ ə n ə ɹ ɑː dʒ ə ʋ ɑː m ə n
carter	k ɑː ʈ ə
jrli	dʒ ʉː ɲ ɪ ə ʎ i
aimee	eː mʲ i
nishangine	ɲ ɪ ʃ a n dʒ aj n
kashyapatmaja	k a ʃ j ə p a ʈ m ɑː dʒ ə
pree	p ɹ iː
lonnie	l oː ɲ i
ayanatmaka	aj ə n a m ɑ k ə
reshee	ɹ ɛ ʃ iː
sahnaz	s ɑ n ə z
vishwat	ʋ ɪ ʃ ʋ ɒ ʈ
nalinakshi	n a ʎ ɪ n ɑ c ʃ iː
parasmaipada	p a ɹ ə s m ɑː i p ɑː ɖ ə
vaijantimala	ʋ aj dʒ ɑː n ʈʲ ɪ m ə l ə
anthoney	a n t̪ oː ɲ i
noor	n ɒː
adeli	ə ɖ ɛ ʎ i
parita	p a ɹ ɪ ʈ ə
devaganapriya	ɖ ɛ ʋ ə ɡ ə n ə p ɹ iː ə
savion	s eː ʋ ə n
sadaa	s a ɖ eː ə
fancy	f a n s i
brylon	b ɹ aj l ɒ n
abarajitha	ə b ɑː ɹ ə dʒ ɪ t̪ ə
azel	a z ə l
prieyeshan	p ɹ iː ʃ ɑː n
bhavavarjita	b ɑː ʋ ə ʋ ɑː ç iː ʈ ə
yassen	j a s ə n
athisdan	a t̪ ɪ z ɖ ə n
vijayaprasath	ʋ aj dʒ eː ə p ɹ ə s ɑː t̪
muzamiil	m ʉː z ə mʲ iː ə l
yugalraj	j ʉː ɡ a l ɹ ɑː dʒ
deeth	ɖ iː ɛ t̪
mayazhagan	m aj a z h ɑː ɡ ə n
ahankar	ə h a ŋ k ə
naradasevita	n ɑː ɹ ə ɖ eː z ʋ aj ʈ ə
andoni	a n ɖ oː ɲ i
gandharika	ɡ a n ɖ ɑː ɹ ɪ k ə
reve	ɹ ɛ ʋ
