bhagyaraj	b a dʒ aj ə ɹ ɑː dʒ
tahreem	ʈ ɑː ɹ iː m
meghraj	m ɛ ɡ ɹ ɑː dʒ
asteria	a s ʈ ə ɹ ɪ ə
shaheeshan	ʃ ɑː iː ʃ ɑː n
arihla	ɑː ɹ i l ə
jeyavel	dʒ ɛ j ɑː ʋ ə l
samastajut	s ə m a s ʈ ə dʒ ʊ ʈ
savanth	s a ʋ ɪ n t̪
mijanur	mʲ ɪ dʒ ɑː ɲ ʊ ə
vaeshan	ʋ iː ʃ ɑː n
nijaara	n aj dʒ a ɑː ɹ ə
dilukshy	ɖ aj ʎ ʉː c ʃ i
bemanna	bʲ ɪ m a n ə
evrhett	ɪ ʋ ɹ ɛ ʈ
suvarchasine	s ʉː ʋ ɑː k a z iː n
faheem	f ə ç iː ə m
mokshithaa	m oː c ʃ ɪ t̪ ə ə
tulas	ʈ ʉː l ə z
niema	ɲ iː m ə
rithani	ɹ iː t̪ a ɲ i
muthyalu	m ə t̪ ɪ ə l ʉː
pavanan	p ə ʋ ɑː n ə n
varutheshan	ʋ ə ɹ ʉː t̪ iː ʃ ɑː n
aparichit	a p ə ɹ ɪ tʃ ɪ ʈ
poovili	p ʉː ʋ ɪ ʎ i
thimesh	t̪ ɪ m ɛ ʃ
nanayaw	n ə n ɑː j ɒː
krislyn	c ɹ ɪ ʃ ʎ ɪ n
jagpati	dʒ a p a ʈʲ i
mridvika	m ɹ aj ɖ ʋ ɪ k ə
sanath	s a n ə ʈ
narmakarmarata	n ɑː m ə k ɑː m ə ɹ ɑː ʈ ə
ciani	s ɪ ɑː ɲ i
tapahsara	ʈ ɑː p ə s ɑː ɹ ə
hariniharayuje	h ə ɹ ɪ ɲ ɪ h ɑː ə j ʉː ɛ
gnanamohan	n a n ə m oː h ɑː n
elilnangai	ɪ ʎ ɪ l n a n ɡ aj
kirushananth	c ɪ ɹ ə ʃ a n a n t̪
panayiota	p ə n ɑː j ə aj oː ʈ ə
kshipraprasadin	c ʃ ɪ p ɹ a p ɹ ə s ɑː ɖ ɪ n
pacchi	p a c iː
korryn	k ɒ ɹ ɪ n
azavier	eː z ə ʋ ɪ ə
saransh	s a ɹ ə n ʃ
amrta	a m ɹ ʈ ə
brahmanaspati	b ɹ ɑː m ə n a s p a ʈʲ i
vyushtt	ʋ aj ʊ ʃ ʈ
daliyah	ɖ ɑː ʎ iː j ə
pets	p ɛ ʈ s
evelyn	ɛ ʋ ə ʎ ɪ n
daranesh	ɖ a ə n ɛ ʃ
jishnuthan	dʒ ɪ ʃ n ʉ t̪ ə n
dhrampal	ɖ ɹ a m p ə l
nirjvara	ɲ ɪ ə dʒ ʋ ə ɹ ə
padmaa	p ə ɖ m ɑː ə
tigerlily	ʈ aj ɡ ə ʎ ɪ ʎ i
saju	s a dʒ ʉː
ratnanga	ɹ a ʈ n a ŋ ɡ ə
charbak	tʃ ɑː b ə k
srider	s ɹ aj ɖ ə
hariesha	h ə ɹ iː ʃ ə
rhilyn	ɹ aj ʎ ɪ n
sagunthala	s ə ʋ n ʈ ɑː l ə
iris	aj ɹ ɪ s
yoki	j oː c i
aegan	aj ɡ ə n
guhyatita	ɡ ə h aj ə iː ʈ ə
saraavan	s a ɹ ə ʋ ə n
kavipradhap	k ɑː ʋ i p ɹ ɑː d̪ ɑː p
rushikesh	ɹ ə ʃ ɪ c ʃ
soval	s ɒ ʋ ə l
danyla	ɖ a n l ə
khylan	k aj l ə n
yajani	j ə dʒ ɑː ɲ i
gitamohita	dʒ ɪ ʈ ə m ɒ ç ɪ ʈ ə
kelby	c ɛ l bʲ i
aavaran	ɑː ʋ ə ɹ a n
mariaines	m a ɹ i eː n z
faninath	f ə ɲ ɪ n a t̪
rithees	ɹ iː t̪ iː z
guneet	ɡ ə n iː ʈ
christi	c ɹ ɪ s ʈʲ iː
daiveon	ɖ eː ʋ ə n
ritwika	ɹ ɪ tʃ ʋ iː k ə
atmaja	ə m ɑː dʒ ə
virajase	ʋ ɪ ɹ ɑː dʒ ə z
dhenukaraye	ɖ h ɛ n ʉː k ɑː ə j
ayyappan	aj j a p ə n
anamitran	a n ə mʲ iː ʈ ɹ ə n
sriswaran	s ɹ ɪ s ʋ ɒː ə n
ramkesh	ɹ a m c ʃ
saahass	s a ə h a s
dhurvika	ɖ h ɜː ʋ ɪ k ə
hemaverma	ç iː m ə ʋ ɜː m ə
anushkarthick	a ɲ ə ʃ k ɑː t̪ ɪ k
selim	s ɪ ʎ ɪ m
jaramaranashun	dʒ ə ɹ ɑː m ə ɹ a n ə ʃ ə n
viknan	ʋ ɪ k n ə n
gwendelyn	ɟʷ ɛ n ɖ ɛ ʎ ɪ n
sushant	s ʉː ʃ ə n ʈ
ashtamurt	a ʃ ʈ a m ɜː ʈ
bhavakala	b ɑː ʋ ə k ɑː l ə
vishan	ʋ ɪ ʃ ɑː n
dheekshithan	iː c ʃ ɪ t̪ ə n
mehraj	m ɛ ɹ ɑː dʒ
pirasthiga	p aj ɹ ə s t̪ aj ɡ ə
baer	b ɛː
aamrapali	ɑː m ɹ ə p ɑː ʎ i
bryton	b ɹ aj ʈ ə n
khanjana	k ɑː n dʒ ə n ə
saragha	s a ɹ ə ɡ ɑː
shakti	ʃ ɑ k ʈʲ i
dandanka	ɖ a n ɖ a ŋ k ə
nakaranga	n ɑː k ɑː ɹ ə ŋ ɡ ə
geetaban	ɟ iː ʈ a b ə n
miv	mʲ ɪ ʋ
aleesha	ə ʎ iː ʃ ə
daakshaayaani	ɖ a ɑ c ʃ aj ə ɑː ɲ i
shaindel	ʃ eː n ɖ ə l
gandhaa	ɡ a n ɖ ɑː ə
arli	ɑː ʎ i
santapana	s a n ʈ ɑː p ə n ə
rajindran	ɹ a dʒ ɪ n ɖ ə n
lyanna	l aj a n ə
sabirin	s ə bʲ iː ɹ ɪ n
surendhiran	s ʊ ɹ ɛ n ɖ i ə n
kabilesh	k ə bʲ ɪ ʎ iː ʃ
thejeshwaran	t̪ i dʒ ɛ ʃ ʋ ɒː ə n
bohla	b ɒː l ə
erhan	ə h ə n
punita	p ʉː ɲ iː ʈ ə
safila	s a fʲ ɪ l ə
rajarajesha	ɹ ɑː dʒ ə ɹ ɑː dʒ ɛ ʃ ə
jiveethah	dʒ aj ʋ iː t̪ ə
fathu	f a d̪ ʉː
naveeshana	ɲ eː ʋ iː ʃ ɑː n ə
kynnedi	k aj ɲ iː ɖ i
prasadabhimukhi	p ɹ ə s ɑː ɖ ə bʲ ɪ m ʊ c iː
midhushtama	mʲ ɪ ɖ h ə ʃ ʈ ə m ə
cheyenne	ʃ aj a n
satadev	s eː ʈ ə ɖ ɛ ʋ
vishnunarayan	ʋ ɪ ʃ n ʉ n ɑː aj ə n
janageetha	dʒ ə n ɑː dʒ iː t̪ ə
uswa	ə s ʋ ə
vibishri	ʋ aj bʲ ɪ ʃ ɹ iː
mohanaruban	m oː h ɑː n ə ɹ ə b ə n
laltha	l ɑː l t̪ ə
gowrathi	ɡ oː ɹ ɒ t̪ i
girvanavand	ɟ ɪ ə ʋ ɑː n ə ʋ ə n ɖ
trinetresha	ʈ ɹ aj n ʈ ɹ iː ʃ ə
bentlie	b ɛ n ʈ ʎ i
akupara	ə k ʉː p ɑː ɹ ə
tarendra	ʈ ɑː n ɖ ɹ ə
thayanthan	t̪ eː ə n t̪ ə n
blin	b ʎ ɪ n
thabuja	t̪ a bʲ ʊ dʒ ə
ushasree	j ʉː ʒ ʒ ə ɹ iː
nissim	ɲ ɪ s ɪ m
karthick	k ɑː t̪ ɪ k
mirra	mʲ ɪ ɹ ə
milaani	mʲ ɪ l ɑː ɑː ɲ i
jalpoorna	dʒ a l p ʊ ə n ə
raneesh	ɹ a n iː ʃ
vharnitha	ʋ h ɑː ɲ ɪ t̪ ə
vartika	ʋ ɑː ʈʲ ɪ k ə
anruda	a n ɹ ʉː ɖ ə
msnagendran	m s n a dʒ ɛ n ɖ ə n
adyline	a ɖ ɪ ʎ iː n
nithiksha	n aj d̪ ɪ c ʃ ə
jeel	dʒ ɛ ə l
muralidoss	m ə ɹ a ʎ ɪ ɖ ɒ s
dayanithy	ɖ eː ɲ ɪ t̪ i
vedarupaka	ʋ eː ɖ ə ɹ ʉː p ɑː k ə
anusri	a n ə s ɹ i
sadasadretraka	s a ɖ ɑː s ə ɖ ɹ ɛ ʈ ɹ a k ə
yadhan	j ɑː ɖ ɑː n
hareena	h ɑː ɹ iː n ə
jenicka	dʒ ɛ ɲ ɪ k ə
ishaangi	ɪ ʃ a n dʒ i
stutik	s ʈ ʉː ʈ iː k
vishnuchandran	ʋ ɪ ʃ n ʉ tʃ ɑː n ɖ ɹ ə n
derrell	ɖ ɜː l
tharchin	t̪ ɑː c ɪ n
shubhasha	ʃ ə b ə ʃ ə
rayvin	ɹ eː ʋ ɪ n
decarlos	ɖ iː k ɑː l oː z
hesha	h ɛ ʃ ə
gurudayine	ɡ ʉː ɹ ʉː ɖ eː iː n
ilakana	ɪ l ə k ɑː n ə
mahilnangai	m ɑː l n a ŋ aj
khecharasuta	k ə k a ɹ a s ʉː ʈ ə
amshamsha	a m ʃ a m ʃ ə
corlee	k ɒː ʎ iː
khavin	k ɑː ʋ ɪ n
lalatendu	l a l ə ʈ ɛ n ɖ ʉː
asuraghn	ə s j ʊ ɹ ə n
uthayaanan	j ʉː t̪ ə j ɑː ə n ɑː n
montay	m ɒ n ʈ i
anandabhairava	ə n a n ɖ ə b h ɛː ɑː ʋ ə
coulter	k oː l ʈ ə ɾ
roji	ɹ oː dʒ i
venukoban	ʋ ə ɲ ʉː k oː b ə n
santanaphalada	s a n ʈ a n ə f a l ə ɖ ə
dulasihan	ɖ ə l eː s ɪ h ɑː n
oluwamayowa	oː l ʉ ʋ eː m ə j oː ʋ ə
poojani	p ʉː dʒ ə ɲ iː
kienan	c iː n ə n
prithivraj	p ɹ ɪ d̪ ɪ ʋ ɹ ɑː dʒ
guruprakash	ɡ ʉː ɹ ʉː p ɹ ə k ɑː ʃ
saifu	s aj f ʉː
chudaroli	tʃ ə ɖ ə ɹ oː ʎ i
roith	ɹ ɔj t̪
priyada	p ɹ ɪ j ɑː ɖ ə
yoandri	j oː a n ɖ ɹ i
rocky	ɹ ɒ c i
lucius	l ʉː ʃ ə s
ryson	ɹ aj s ə n
kaarmuhilan	k ə ɑː m ə ç ɪ l ə n
gotoo	ɡ ɒ ʈ ʉː
lourish	l ə ɹ ɪ ʃ
vethantha	ʋ ɛ t̪ a n t̪ ə
mamsabhakshana	m a m s eː b ɑː k ʃ ɑː n ə
viwin	ʋ aj ʋ ɪ n
chodayanmataye	k ə ɖ eː ɑː n m eː ʈ ə i
adonia	ə ɖ oː ɲ ɪ ə
isau	aj z oː
samanvey	s ə m a n ʋ i
fenet	f ɛ ɲ ɪ ʈ
lorelie	l ə ɹ ɛ ʎ i
gaandeepen	ɡ a a n ɖ iː p ə n
venujeyan	ʋ ə ɲ ʉː dʒ ɛ aj ə n
dharmada	ɖ ɑː m ə ɖ ə
ugeshree	j ʉː dʒ i ʃ ɹ iː
mareeshwaran	m ɑː ɹ iː ʃ ʋ ɒː ə n
kanshin	k a n ʃ ɪ n
maymuna	m eː m ʉː n ə
namaval	n ə m ɑː ʋ ə l
ziarul	z ɪ ə ɹ ʉː l
navadurga	n a ʋ ə ɖ ɜː ɡ ə
prajapatya	p ɹ ɑː dʒ ə p a ʈʲ i ə
holston	h oː l s ʈ ə n
braelynne	b ɹ iː ʎ ɪ n
kalaiah	k a l aj ə
alston	a l s ʈ ə n
saumitra	s ɒː mʲ iː ʈ ɹ ə
aasma	a z m ə
tracey	ʈ ɹ eː s i
sajanthishan	s a dʒ ə n t̪ ɪ ʃ ɑː n
shakhtnsana	ʃ ɑː k ʈ n s ə n ə
iradhama	ɪ ɹ ɑː ɖ ə m ə
korey	k oː ɹ i
kelcey	c ɛ l s i
kavinetha	k ə ʋ ɪ n ə t̪ ə
madhunisaa	m a ɖ ə n aj z ə
skadi	s c eː ɖ i
mahashukra	m ə h ɑː ʃ ʊ k ɹ ə
kalabhairavi	k ə l a b aj ɹ ə ʋ iː
varuthesha	ʋ ə ɹ ʉː t̪ iː ʃ ə
yaharshan	j ɑː ə ʃ ɑː n
vindhi	ʋ ɪ n ɖ i
saayithan	s a aj ɪ t̪ ə n
gulwant	ɡ ə l ʋ ɒ n ʈ
senthia	s ɛ n t̪ i ə
zujitha	z ʉː dʒ ɪ t̪ ə
yuvashankari	j ʉː ʋ ɑː ʃ a ŋ k ə ɹ i
murugadoss	m ʉ ɹ ʉ ɡ ɑː ɖ ɒ s
shashi	ʃ ɑː ʃ i
pretvan	p ɹ iː ʈ ʋ ə n
garbsab	ɡ ɑː b z ə b
vasanthigopalan	ʋ ɑː s ə n t̪ ɪ ɡ ɒ p ɑː l ə n
khush	k ʊ ʃ
ramanamma	ɹ a m ə ɲ a m ə
keatharagowri	c iː ʈ h ɹ ə ɡ oː ɹ i
nilavan	ɲ ɪ l a ʋ ə n
thuruvash	t̪ ɜː ʊ ʋ ɑː ʃ
rabia	ɹ eː bʲ i ə
azelie	a z ɪ ʎ i
klarissa	k l ə ɹ ɪ s ə
elancheramaan	ɪ l a n tʃ ɪ ɹ ə m a ə n
rajiha	ɹ a dʒ ə h ɑː
grahavidyatmika	ɡ ɹ a ʋ ɪ ɖ ʈ mʲ iː k ə
raeshma	ɹ iː ʃ m ə
arju	ɑː dʒ ʊ
hazal	ç eː z a l
bushr	b ʊ ʃ ə
sumitravaruna	s ʊ mʲ ɪ ʈ ɹ a ʋ ə ɹ ʉː n ə
drayke	ɖ ɹ eː ɪ k
ramthi	ɹ a m t̪ i
mohanram	m oː h ɑː n ə m
ganotsuka	ɡ ə n ɒ ʈ s ʉː k ə
ipsitakara	ɪ p s ɪ ʈ eː k ə ɹ ə
dayaakar	ɖ eː ə k ɑː
praudhaye	p ɹ ɒː ɖ h i
edilson	ɛ ɖ ɪ l s ə n
jayshivani	dʒ eː ʃ ɪ ʋ ə ɲ i
parthail	p ɑː t̪ eː l
dasyunirnashin	ɖ a s ɪ j ʉː ɲ ɪ ə n ɑː ʃ ɪ n
hindhavi	ç ɪ n ɖ ɑː ʋ i
ashoch	ə ʃ oː tʃ
ellenor	ɛ l ə n ə
nagakeyurahara	n ɑː ɡ ə c i j ʊ ə h ɑː ɹ ə
varkulali	ʋ ɑː k ʉ l eː ʎ i
mandura	m a n ɖ ʊ ɹ ə
saitiran	s eː ʈʲ ɪ ə n
emmaleah	ɪ m eː ʎ iː ə
devanathan	ɖ ɪ ʋ a n ə t̪ ə n
tridhamne	ʈ ɹ aj ɖ h ə m n
kace	k ə s
kehkasa	c ɛ k ɑː ʃ ə
narenderen	n ɑː n ɖ ə ɹ ə n
kerrington	c ɛ ɹ ɪ ŋ ʈ ə n
vibhanda	ʋ aj b a n ɖ ə
komikan	k oː mʲ i k ə n
jitendri	dʒ ɪ ʈ ɛ n ɖ ɹ i
mansuk	m a n s ə k
avitasha	eː ʋ i ʈ ɑ ʃ ə
shashankh	ʃ a ʃ a ŋ k
niloshana	n aj l ɒ ʃ ɑː n ə
lak	l eː k
anosa	a n ɒ z ə
mallaravan	m a l ɑː ʋ ə n
wafa	ʋ ɒ f ə
aparant	a p ə ɹ ə n ʈ
baranidaran	b ə ɹ a ɲ ɪ ɖ ɛː ɹ ə n
mitansh	mʲ ɪ ʈ a ʃ
sarvashaktimay	s ɑː ʋ ɑː ʃ ɑ k ʈʲ i m eː
nagatulya	n ɑː ɡ ə ʈ ʊ l ə
amarvesh	a m ə ɹ ʋ ʃ
himil	ç ɪ mʲ ɪ l
pascale	p a s c eː l
purnachandrabha	p ɜː ɲ ɪ tʃ ɑː n ɖ ɹ ə b ə
kalanirnashin	k a l ə n aj n a ʃ ɪ n
divyakriti	ɖ ɪ ʋ j ɑː k ɹ i ʈʲ i
ajahni	ə dʒ ɑ ɲ i
araathaana	a ɹ ə ʈ h ɑː n ə
canga	k a ŋ ɡ ə
gunabal	ɡ ə n ə b ə l
priyavathana	p ɹ iː ə ʋ ɑː t̪ a n ə
soolavan	s ʉː l ɑː ʋ ə n
tushtipradayika	ʈ ʊ ʃ ʈʲ ɪ p ɹ ə ɖ eː iː k ə
dymond	ɖ aj m ə n ɖ
pavashre	p ə ʋ ɑː ʃ ə
uttal	ə ʈ ə l
jaxsun	dʒ a k s s ə n
oshana	ɒ s h ɑː n ə
ganeshvar	ɡ ə ɲ eː ʃ ʋ ɑː
anishika	a ɲ ɪ ʃ iː k ə
harisika	h ə ɹ ɪ s iː k ə
koilu	k oː aj ʎ ʉː
ani	ɑː ɲ i
tasmina	ʈ a z mʲ ɪ n ə
badan	b a ɖ ə n
adelaida	a ɖ ə l eː ɖ ə
sithambur	s ɪ ʈ h a m b ə
kosalan	k ɒ s ə l ə n
raguraaja	ɹ ɑː ɟ ʉː ɹ ə ɑː h ə
jaiahash	dʒ eː ə h a ʃ
mausumi	m ɒː s ʉː mʲ i
bahar	b ɑː ə
tyjai	ʈ aj dʒ a i
snekha	s n ɛ k ə
shachin	ʃ eː c ɪ n
hastin	ç eː s ʈʲ ɪ n
atputa	ə pʲ ʉː ʈ ə
impana	ɪ m p n ə
apana	a p ə n ə
anamta	a n a m ʈ ə
taransanjay	ʈ a ɹ ə n s a n dʒ eː
jeevik	dʒ iː ʋ ɪ k
kaneeshka	k ə ɲ iː ʃ k ə
nilosan	ɲ ɪ l oː s ə n
ash	a ʃ
dussaha	ɖ ʉː s ɑː h ɑː
sabthan	s eː b t̪ ə n
roshitha	ɹ ɒ ʃ ɪ t̪ ə
vigateha	ʋ iː ɡ ə ʈ ə
timin	ʈ ɪ mʲ ɪ n
mallaiah	m a ʎ aj ə
jaleela	dʒ a ʎ iː l ə
sajeethiran	s a dʒ iː t̪ ɪ ə n
artavious	ɑː ʈ ə ʋ ɪ ə s
shadhik	ʃ eː ɖ i k
vichitravasin	ʋ ɪ k aj ʈ ɹ a ʋ ə s ɪ n
charuprishtha	tʃ a ɹ ʊ p ɹ ɪ ʃ t̪ ə
kavyakartre	k ə i ə k ɑː ʈ ə
divyesh	ɖ ɪ ʋ ʃ
ghoratapase	ɡ oː ɹ ə ʈ ɑː p ə z
harotsaha	h ə ɹ oː ʈ s ɑ h ə
tripurambika	ʈ ɹ ɪ p ʉː ɹ ɑː m bʲ iː k ə
gramani	ɡ ɹ ə m ɑː ɲ i
dhanvant	d̪ ɑː n ʋ ə n ʈ
jamish	dʒ a mʲ ɪ ʃ
uchchat	j ʉː k tʃ a ʈ
janapavada	dʒ ə n ə p ə ʋ ɑː ɖ ə
pn	p n
sanjau	s a n dʒ eː ʉː
jaanavi	dʒ a ə n ɑː ʋ i
kamabijavati	k ɑː m ə bʲ ɪ dʒ a ʋ ɑː ʈʲ i
jun	dʒ ʊ n
retheesh	ɹ iː d̪ iː ʃ
paaran	p a ɹ ə n
kabhiksha	k ə bʲ ɪ c ʃ ə
yonimudra	j oː ɲ i m ʊ ɖ ɹ ɑː
paavesh	p a eː ʋ ʃ
aleighna	a ʎ i n ə
mithubala	mʲ ɪ t̪ j ʉː b a l ə
reylin	ɹ eː ʎ ɪ n
nithyahashini	n aj d̪ aj ə h a ʃ iː ɲ i
dharanidhar	ɖ ɑː ə n aj ɖ h ɑː
nirma	ɲ ɪ ə m ə
krishnaveera	c ɹ ɪ ʃ n ə ʋ ɛ ɹ ə
joni	dʒ oː ɲ i
shakesh	ʃ c ʃ
girishana	dʒ ɪ ɹ ɪ ʃ ɑː n ə
srisayeepri	s ɪ s eː iː p ɹ i
anishk	a ɲ ɪ ʃ k
hanithra	h a ɲ ɪ t̪ ɹ ə
maanvi	m a a m ʋ ɪ
rithusha	ɹ iː t̪ ʊ ʃ ə
dabu	ɖ a b ʉː
anaro	a n ə ɹ oː
kenasia	c ɛ n ʒ ə
kumarrathinam	k ʉː m ɑː ɹ ə t̪ aj n m
mahitha	m ɑː t̪ ə
jadeja	dʒ eː ɖ dʒ ə
shrivallabha	ʃ ɹ aj ʋ ə l ə b ə
ramikshan	ɹ a mʲ ɪ c ʃ ɑː n
parighayudha	p ə ɹ aj ɑ j ʉ ɖ ə
kotteswaran	k ɒ ʈ s ʋ ɒ ə n
eiven	aj ʋ ə n
jasbeer	dʒ a s bʲ ɪ ə
anopan	ə n oː p ə n
lavanyavigraha	l a ʋ ə ɲ ɑː ʋ iː ɡ ɹ ə h ə
opendar	oː p ɛ n ɖ ə
rudrakanta	ɹ ʉː ɖ ɹ ɑː k ɑː n ʈ ə
sujeeban	s ə dʒ iː b ə n
chirantana	k aj ɹ a n ʈ ɑː n ə
srivithayan	s ɹ ɪ ʋ iː t̪ aj ə n
bhanwari	b h ə n ʋ ɑː ɹ i
makathy	m ɑ k ə t̪ i
jenosan	dʒ ɛ oː s ə n
wilkish	ʋ ɪ l c ɪ ʃ
jayanti	dʒ eː a n ʈʲ i
dionne	ɖ aj ə ɲ n
kadher	k ə ɖ ə
paguman	p a ɟ ʉː m ə n
harveen	h ɑː ʋ ɪ ə n
hritesh	h ɹ ɪ ʈ ɛ ʃ
jaanusha	dʒ a ə n ʊ ʃ ə
donnovan	ɖ ɒ n n ə ʋ ɪ n
purvi	p ə ʋ aj
nikku	ɲ ɪ k ə
chhoti	tʃ h oː ʈʲ i
madeva	m a ɖ ə ʋ ə
yeshmit	ʃ mʲ ɪ ʈ
vijayata	ʋ aj dʒ eː ɑː ʈ ə
thrishan	t̪ ɹ ɪ ʃ ɑː n
aztlan	a z ʈ l a n
diptanshu	ɖ ɪ p ʈ a n ʃ ʉː
rohn	ɹ ɒ n
jeyathasanan	dʒ ɛ ə t̪ z ə n ɑː n
jhinook	dʒ ɪ n ʉː k
niriksh	n aj ɹ ɪ c ʃ
natheepan	ɲ eː t̪ iː p ə n
nirupesh	n aj ɹ ʉː p ɛ ʃ
coralee	k ɒː ɹ ə ʎ iː
mrityuh	ɛ m ɑ ɹ aj ʈ ə
sander	s a n ɖ ə
emerys	ɪ m ɛ ɹ ɪ s
mathevan	m a t̪ ɛ ʋ ə n
tanvika	ʈ a n ʋ ɪ k ə
maivannan	m eː ʋ a n ə n
srivetrivel	s ɹ ɪ ʋ ə ʈ ɹ ɪ ʋ ə l
sai	s aj
bhusan	b ʉː z ə n
humaira	ç ʉː m ə ɹ ə
mangelal	m eː n dʒ ə l ə l
krista	c ɹ ɪ s ʈ ə
vrishapri	ʋ ɹ ɪ ʃ eː p ɹ i
ghanika	ɡ a ɲ ɪ k ə
harshitha	h ɑː ʃ ɪ t̪ ə
athit	ə t̪ ʈ
velalakan	ʋ ɛ l ə l a k ə n
karthikga	k ɑː t̪ ɪ k ɡ ə
daevika	ɖ eː ʋ ɪ k ə
upasan	ʉː p ə z ə n
selvaganapathi	s ɛ l ʋ ə ɡ ə n ɑː p ə t̪ i
roshaan	ɹ ɒ ʃ ɑː n
shvetavah	ʃ ʋ ʈ ɑː ʋ ə
sixto	s ɪ k s ʈ oː
chann	tʃ a n
yancarlos	j a ŋ k ɑː l oː z
jamorion	dʒ a m ɒ ɹ ɪ ə n
aarathy	ɛː ɹ ə t̪ i
jignyasha	dʒ ɪ ɲ ɑː ʃ ə
kalyse	k ə l aj z
bhatarttiprada	b a ʈ ɑː ʈʲ ɪ p ɹ ɑː ɖ ə
ahsitha	ɑː s ɪ t̪ ə
toriana	ʈ oː ɹ i ɑ n ə
najara	n a h ɑː ɹ ə
gyatri	dʒ ʈ ɹ i
nirubhan	n aj ɹ ə b h ə n
gabriella	ɡ a b ɹ i ɛ l ə
mokshajna	m oː c ʃ ə dʒ n ə
pingalaikajata	p ɪ ɲ ɡ eː l aj k ə dʒ ɑː ʈ ə
aary	ə ə ɹ i
guddu	ɡ ə ɖ ʉː
shiyamalan	ʃ iː j ɑː m ɑː l ə n
varnaja	ʋ ɑː n ə dʒ ə
imranudeen	ɪ m ɹ ɑː n ʉː ɖ iː n
terriah	ʈ ɛ ɹ ɪ ə
shubhratho	ʃ ə b h ɹ a t̪ oː
lalsa	l ɑː l s ə
devavarnini	ɖ ɛ ʋ ə ʋ ɑː ɲ i ɲ i
emmielou	ɛ mʲ iː l ʉː
vadyanashin	ʋ a ɖ i ə n a ʃ ɪ n
ferdinand	f ɜː ɖ ɪ n a n ɖ
nishacharine	ɲ ɪ ʃ eː c ɹ ɪ n
yarishanan	j a ɹ ɪ ʃ ɑː n ə n
arulpragasam	ɑː ə l p ɹ ə ɡ a s ə m
wakar	ʋ eː k ɑː
pragathy	p ɹ ə ɡ a d̪ i
shuddhachinta	ʃ ə ɖ ə tʃ ɪ n ʈ ə
gurcharan	ɡ ɜː tʃ ɑː ə n
sudheep	s ə ɖ h ɛ p
nishantini	ɲ ɪ ʃ ə n ʈ iː ɲ i
aboil	ə b ɔj l
mahta	m ɑː ʈ ə
vm	ʋ m
dhayasheelan	ɖ ç ɑː ʃ iː l ə n
aarsha	ɑː ʃ ə
neelkant	n ɛ ɛ l k ə n ʈ
kisawn	c ɪ ɒː n
matelyn	m ə ʈʲ ɪ ʎ ɪ n
mehru	m ɛ ɹ ʉː
syon	s ɪ ə n
bhumarupa	b ʉː m ə ɹ ʉː p ɑː
jameela	dʒ eː m ə iː l ə
tuvigriva	ʈ ʉː ʋ i ɟ ɹ iː ʋ ə
shribuddh	ʃ ɹ aj b ʊ ɖ
shapada	ʃ eː p ɑː ɖ ə
sukamin	s j ʉ k a mʲ ɪ n
iaitheekan	aj ə t̪ iː k ə n
vivesha	ʋ aj ʋ ɛ ʃ ə
achyutara	eː c i ʉː ʈ ə ɹ ɑː
meshanicha	m ɛ ʃ ɲ ɪ tʃ ə
shambhutejase	ʃ a m b ʉː ʈʲ ɪ dʒ a z
sowmi	s oː mʲ i
adwaith	a ɖ ʋ eː t̪
venuthas	ʋ ə ɲ ʉː t̪ ə z
charkritya	tʃ ɑː c ɹ ɪ ʈ ə
eha	ɪ ə
dhruvin	ɹ ʉː ʋ ɪ n
joevanni	dʒ oː ʋ ɑ ɲ i
gajantha	ɡ a dʒ ə n t̪ ə
anjale	a n dʒ a l
pappy	p a pʲ i
ejaj	ɪ dʒ a dʒ
jhuhi	dʒ h ʉː i
nishidha	ɲ ɪ ʃ i ɖ ə
cansica	k a n s ɪ k ə
rizvika	ɹ ɪ z ʋ iː k ə
bhurishravase	b ʉː ɹ ɪ ʃ ɹ ə ʋ ɑː z
trishula	ʈ ɹ ɪ ʃ ʊ l ə
vanshi	ʋ a n ʃ i
reilynn	ɹ aj ʎ ɪ n
kogulavarman	k oː ɟ ʊ l eː ʋ ɑː m ə n
jazzalynn	dʒ a z ə ʎ ɪ n
jaxsen	dʒ a k s s ə n
sebastion	s b a s ʈʲ i ə n
tavin	ʈ a ʋ ɪ n
jakra	dʒ a k ɹ ə
aira	eː ɹ ə
cyprus	s aj p ɹ ə s
arulanantham	ɑː ʊ l ə n a n t̪ ə m
dvita	ɖ ʋ aj ʈ ə
ponselvi	p ɒ n s ɛ l ʋ ɪ
amaranbu	a m ə ɹ a n b ʉː
auronee	ɒː ɹ oː ɲ iː
pooran	p ʊ ə n
lalam	l a l ə m
arcus	ɑː k ə s
tamilalagan	ʈ a m ə l ə l ɡ ə n
azhagan	a z h ɑː ɡ ə n
weston	ʋ ɛ s ʈ ə n
ayushmate	eː ə ʃ m eː ʈ
jayron	dʒ eː ə n
hrid	h ɹ ɪ ɖ
yadhunandhan	j ɑː ɖ h ʉː n ɑː n ɖ h ə n
avyukta	a ʋ j ʉː k ʈ ə
skylie	s k aj ʎ i
swarnan	s ʋ ɒː n ə n
bhanumathi	b h ə n ʊ m a t̪ i
dushkarna	ɖ ʉː ʃ k ɑː n ə
mathuradarshine	m a t̪ j ʊ ɹ eː ɖ ɑ ʃ aj n
manasvi	m a n ə s ʋ i
